tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,8809,2019,Last 32,Luke Humphries,11822,Dimitri van den Bergh,11656,4,1,Luke Humphries,11822,Dimitri van den Bergh,11656
World Championship,8809,2019,Last 32,Nathan Aspinall,13326,Kyle Anderson,2172,4,1,Nathan Aspinall,13326,Kyle Anderson,2172
World Championship,8809,2019,Last 32,Brendan Dolan,1607,Mervyn King,168,4,2,Brendan Dolan,1607,Mervyn King,168
World Championship,8809,2019,Last 32,Rob Cross,18934,Cristo Reyes,17734,4,0,Rob Cross,18934,Cristo Reyes,17734
World Championship,8809,2019,Last 32,Chris Dobey,16076,Vincent van der Voort,1499,4,3,Chris Dobey,16076,Vincent van der Voort,1499
World Championship,8809,2019,Last 32,James Wade,11,Keegan Brown,10548,4,3,James Wade,11,Keegan Brown,10548
World Championship,8809,2019,Last 32,Adrian Lewis,5,Darius Labanauskas,4333,4,0,Adrian Lewis,5,Darius Labanauskas,4333
World Championship,8809,2019,Last 32,Ryan Searle,10584,William O'Connor,8798,4,1,Ryan Searle,10584,William O'Connor,8798
World Championship,8809,2019,Last 32,Dave Chisnall,4101,Kim Huybrechts,1633,4,0,Dave Chisnall,4101,Kim Huybrechts,1633
World Championship,8809,2019,Last 32,Jamie Lewis,3294,Daryl Gurney,2479,4,3,Jamie Lewis,3294,Daryl Gurney,2479
World Championship,8809,2019,Last 32,Gary Anderson,181,Jermaine Wattimena,7462,4,3,Gary Anderson,181,Jermaine Wattimena,7462
World Championship,8809,2019,Last 32,Ryan Joyce,16151,Alan Norris,2388,4,3,Ryan Joyce,16151,Alan Norris,2388
World Championship,8809,2019,Last 32,Michael van Gerwen,1395,Max Hopp,12671,4,1,Michael van Gerwen,1395,Max Hopp,12671
World Championship,8809,2019,Last 16,Nathan Aspinall,13326,Devon Petersen,9003,4,3,Nathan Aspinall,13326,Devon Petersen,9003
World Championship,8809,2019,Last 16,Brendan Dolan,1607,Benito van de Pas,8985,4,1,Brendan Dolan,1607,Benito van de Pas,8985
World Championship,8809,2019,Last 16,Michael Smith,6025,Ryan Searle,10584,4,1,Michael Smith,6025,Ryan Searle,10584
World Championship,8809,2019,Last 16,Luke Humphries,11822,Rob Cross,18934,4,2,Luke Humphries,11822,Rob Cross,18934
World Championship,8809,2019,Last 16,Dave Chisnall,4101,Jamie Lewis,3294,4,0,Dave Chisnall,4101,Jamie Lewis,3294
World Championship,8809,2019,Last 16,Ryan Joyce,16151,James Wade,11,4,3,Ryan Joyce,16151,James Wade,11
World Championship,8809,2019,Last 16,Gary Anderson,181,Chris Dobey,16076,4,3,Gary Anderson,181,Chris Dobey,16076
World Championship,8809,2019,Last 16,Michael van Gerwen,1395,Adrian Lewis,5,4,1,Michael van Gerwen,1395,Adrian Lewis,5
World Championship,8809,2019,Quarter Final,Nathan Aspinall,13326,Brendan Dolan,1607,5,1,Nathan Aspinall,13326,Brendan Dolan,1607
World Championship,8809,2019,Quarter Final,Michael Smith,6025,Luke Humphries,11822,5,1,Michael Smith,6025,Luke Humphries,11822
World Championship,8809,2019,Quarter Final,Gary Anderson,181,Dave Chisnall,4101,5,2,Gary Anderson,181,Dave Chisnall,4101
World Championship,8809,2019,Quarter Final,Michael van Gerwen,1395,Ryan Joyce,16151,5,1,Michael van Gerwen,1395,Ryan Joyce,16151
World Championship,8809,2019,Semi Final,Michael Smith,6025,Nathan Aspinall,13326,6,3,Michael Smith,6025,Nathan Aspinall,13326
World Championship,8809,2019,Semi Final,Michael van Gerwen,1395,Gary Anderson,181,6,1,Michael van Gerwen,1395,Gary Anderson,181
World Championship,8809,2019,Final,Michael van Gerwen,1395,Michael Smith,6025,7,3,Michael van Gerwen,1395,Michael Smith,6025
World Championship,8810,2020,Last 96,Justin Pipe,6494,Benjamin Pratnemer,55198,3,2,Justin Pipe,6494,Benjamin Pratnemer,55198
World Championship,8810,2020,Last 96,Jan Dekker,2255,Ryan Joyce,16151,3,2,Jan Dekker,2255,Ryan Joyce,16151
World Championship,8810,2020,Last 96,Ron Meulenkamp,937,Ben Robb,65862,3,0,Ron Meulenkamp,937,Ben Robb,65862
World Championship,8810,2020,Last 96,Harry Ward,16681,Madars Razma,9017,3,2,Harry Ward,16681,Madars Razma,9017
World Championship,8810,2020,Last 96,Seigo Asada,13768,Mickey Mansell,4083,3,0,Seigo Asada,13768,Mickey Mansell,4083
World Championship,8810,2020,Last 96,Nico Kurz,21733,James Wilson,2559,3,1,Nico Kurz,21733,James Wilson,2559
World Championship,8810,2020,Last 96,Josh Payne,8236,Diogo Portela,16009,3,0,Josh Payne,8236,Diogo Portela,16009
World Championship,8810,2020,Last 96,Benito van de Pas,8985,Gabriel Clemens,3097,3,2,Benito van de Pas,8985,Gabriel Clemens,3097
World Championship,8810,2020,Last 96,Noel Malicdem,63549,Rowby-John Rodriguez,9750,3,0,Noel Malicdem,63549,Rowby-John Rodriguez,9750
World Championship,8810,2020,Last 96,Ryan Searle,10584,Robbie King,10642,3,2,Ryan Searle,10584,Robbie King,10642
World Championship,8810,2020,Last 96,Cristo Reyes,17734,Lourence Ilagan,2167,3,2,Cristo Reyes,17734,Lourence Ilagan,2167
World Championship,8810,2020,Last 96,Fallon Sherrock,12670,Ted Evetts,16705,3,2,Fallon Sherrock,12670,Ted Evetts,16705
World Championship,8810,2020,Last 96,Damon Heta,4842,Jose de Sousa,12892,3,0,Damon Heta,4842,Jose de Sousa,12892
World Championship,8810,2020,Last 96,Ritchie Edhouse,17485,Boris Koltsov,14210,3,1,Ritchie Edhouse,17485,Boris Koltsov,14210
World Championship,8810,2020,Last 96,William O'Connor,8798,Marko Kantele,89,3,0,William O'Connor,8798,Marko Kantele,89
World Championship,8810,2020,Last 96,Vincent van der Voort,1499,Keane Barry,25478,3,0,Vincent van der Voort,1499,Keane Barry,25478
World Championship,8810,2020,Last 96,Callan Rydz,25544,Steve Lennon,12746,3,2,Callan Rydz,25544,Steve Lennon,12746
World Championship,8810,2020,Last 96,Ciaran Teehan,18263,Ross Smith,1596,3,0,Ciaran Teehan,18263,Ross Smith,1596
World Championship,8810,2020,Last 96,James Richardson,7116,Mikuru Suzuki,27977,3,2,James Richardson,7116,Mikuru Suzuki,27977
World Championship,8810,2020,Last 96,Danny Baggish,14452,Andy Boulton,98,3,2,Danny Baggish,14452,Andy Boulton,98
World Championship,8810,2020,Last 96,Brendan Dolan,1607,Nitin Kumar,4929,3,0,Brendan Dolan,1607,Nitin Kumar,4929
World Championship,8810,2020,Last 96,Kyle Anderson,2172,Xiao chen Zong,26867,3,2,Kyle Anderson,2172,Xiao chen Zong,26867
World Championship,8810,2020,Last 96,José Justicia,7584,Arron Monk,791,3,0,José Justicia,7584,Arron Monk,791
World Championship,8810,2020,Last 96,Darin Young,1380,Raymond van Barneveld,2,3,1,Darin Young,1380,Raymond van Barneveld,2
World Championship,8810,2020,Last 96,Zoran Lerchbacher,5184,Jamie Hughes,3833,3,2,Zoran Lerchbacher,5184,Jamie Hughes,3833
World Championship,8810,2020,Last 96,Yuki Yamada,2852,Ryan Meikle,18296,3,1,Yuki Yamada,2852,Ryan Meikle,18296
World Championship,8810,2020,Last 96,Luke Woodhouse,10621,Paul Lim,1566,3,0,Luke Woodhouse,10621,Paul Lim,1566
World Championship,8810,2020,Last 96,Darius Labanauskas,4333,Matthew Edgar,5323,3,0,Darius Labanauskas,4333,Matthew Edgar,5323
World Championship,8810,2020,Last 96,Mark McGeeney,10605,Matt Campbell,18872,3,1,Mark McGeeney,10605,Matt Campbell,18872
World Championship,8810,2020,Last 96,Luke Humphries,11822,Devon Petersen,9003,3,1,Luke Humphries,11822,Devon Petersen,9003
World Championship,8810,2020,Last 96,Kim Huybrechts,1633,Geert Nentjes,23012,3,2,Kim Huybrechts,1633,Geert Nentjes,23012
World Championship,8810,2020,Last 96,Jelle Klaasen,1511,Kevin Burness,5539,3,1,Jelle Klaasen,1511,Kevin Burness,5539
World Championship,8810,2020,Last 64,Fallon Sherrock,12670,Mensur Suljovic,1933,3,1,Fallon Sherrock,12670,Mensur Suljovic,1933
World Championship,8810,2020,Last 64,Glen Durrant,80,Damon Heta,4842,3,0,Glen Durrant,80,Damon Heta,4842
World Championship,8810,2020,Last 64,Daryl Gurney,2479,Justin Pipe,6494,3,0,Daryl Gurney,2479,Justin Pipe,6494
World Championship,8810,2020,Last 64,Simon Whitlock,1500,Harry Ward,16681,3,0,Simon Whitlock,1500,Harry Ward,16681
World Championship,8810,2020,Last 64,Seigo Asada,13768,Keegan Brown,10548,3,2,Seigo Asada,13768,Keegan Brown,10548
World Championship,8810,2020,Last 64,Ryan Searle,10584,Steve West,1661,3,0,Ryan Searle,10584,Steve West,1661
World Championship,8810,2020,Last 64,Adrian Lewis,5,Cristo Reyes,17734,3,2,Adrian Lewis,5,Cristo Reyes,17734
World Championship,8810,2020,Last 64,Dimitri van den Bergh,11656,Josh Payne,8236,3,0,Dimitri van den Bergh,11656,Josh Payne,8236
World Championship,8810,2020,Last 64,Mervyn King,168,Ciaran Teehan,18263,3,2,Mervyn King,168,Ciaran Teehan,18263
World Championship,8810,2020,Last 64,Peter Wright,1463,Noel Malicdem,63549,3,2,Peter Wright,1463,Noel Malicdem,63549
World Championship,8810,2020,Last 64,Nico Kurz,21733,Joe Cullen,6487,3,1,Nico Kurz,21733,Joe Cullen,6487
World Championship,8810,2020,Last 64,Nathan Aspinall,13326,Danny Baggish,14452,3,1,Nathan Aspinall,13326,Danny Baggish,14452
World Championship,8810,2020,Last 64,Darren Webster,34,Yuki Yamada,2852,3,0,Darren Webster,34,Yuki Yamada,2852
World Championship,8810,2020,Last 64,Max Hopp,12671,Benito van de Pas,8985,3,2,Max Hopp,12671,Benito van de Pas,8985
World Championship,8810,2020,Last 64,Jonny Clayton,6861,Jan Dekker,2255,3,0,Jonny Clayton,6861,Jan Dekker,2255
World Championship,8810,2020,Last 64,Ricky Evans,1734,Mark McGeeney,10605,3,1,Ricky Evans,1734,Mark McGeeney,10605
World Championship,8810,2020,Last 64,Chris Dobey,16076,Ron Meulenkamp,937,3,2,Chris Dobey,16076,Ron Meulenkamp,937
World Championship,8810,2020,Last 64,John Henderson,1936,James Richardson,7116,3,0,John Henderson,1936,James Richardson,7116
World Championship,8810,2020,Last 64,Gerwyn Price,16492,William O'Connor,8798,3,2,Gerwyn Price,16492,William O'Connor,8798
World Championship,8810,2020,Last 64,Dave Chisnall,4101,Vincent van der Voort,1499,3,1,Dave Chisnall,4101,Vincent van der Voort,1499
World Championship,8810,2020,Last 64,Danny Noppert,13202,Callan Rydz,25544,3,2,Danny Noppert,13202,Callan Rydz,25544
World Championship,8810,2020,Last 64,Steve Beaton,33,Kyle Anderson,2172,3,1,Steve Beaton,33,Kyle Anderson,2172
World Championship,8810,2020,Last 64,James Wade,11,Ritchie Edhouse,17485,3,0,James Wade,11,Ritchie Edhouse,17485
World Championship,8810,2020,Last 64,Stephen Bunting,192,José Justicia,7584,3,2,Stephen Bunting,192,José Justicia,7584
World Championship,8810,2020,Last 64,Krzysztof Ratajski,5422,Zoran Lerchbacher,5184,3,1,Krzysztof Ratajski,5422,Zoran Lerchbacher,5184
World Championship,8810,2020,Last 64,Jeffrey de Zwaan,11969,Darin Young,1380,3,2,Jeffrey de Zwaan,11969,Darin Young,1380
World Championship,8810,2020,Last 64,Gary Anderson,181,Brendan Dolan,1607,3,0,Gary Anderson,181,Brendan Dolan,1607
World Championship,8810,2020,Last 64,Luke Woodhouse,10621,Michael Smith,6025,3,1,Luke Woodhouse,10621,Michael Smith,6025
World Championship,8810,2020,Last 64,Darius Labanauskas,4333,Ian White,2213,3,1,Darius Labanauskas,4333,Ian White,2213
World Championship,8810,2020,Last 64,Luke Humphries,11822,Jermaine Wattimena,7462,3,2,Luke Humphries,11822,Jermaine Wattimena,7462
World Championship,8810,2020,Last 64,Kim Huybrechts,1633,Rob Cross,18934,3,0,Kim Huybrechts,1633,Rob Cross,18934
World Championship,8810,2020,Last 64,Michael van Gerwen,1395,Jelle Klaasen,1511,3,1,Michael van Gerwen,1395,Jelle Klaasen,1511
World Championship,8810,2020,Last 32,Chris Dobey,16076,Fallon Sherrock,12670,4,2,Chris Dobey,16076,Fallon Sherrock,12670
World Championship,8810,2020,Last 32,Glen Durrant,80,Daryl Gurney,2479,4,2,Glen Durrant,80,Daryl Gurney,2479
World Championship,8810,2020,Last 32,Simon Whitlock,1500,Mervyn King,168,4,1,Simon Whitlock,1500,Mervyn King,168
World Championship,8810,2020,Last 32,Gerwyn Price,16492,John Henderson,1936,4,0,Gerwyn Price,16492,John Henderson,1936
World Championship,8810,2020,Last 32,Jeffrey de Zwaan,11969,Dave Chisnall,4101,4,3,Jeffrey de Zwaan,11969,Dave Chisnall,4101
World Championship,8810,2020,Last 32,Peter Wright,1463,Seigo Asada,13768,4,2,Peter Wright,1463,Seigo Asada,13768
World Championship,8810,2020,Last 32,Luke Humphries,11822,Nico Kurz,21733,4,2,Luke Humphries,11822,Nico Kurz,21733
World Championship,8810,2020,Last 32,Gary Anderson,181,Ryan Searle,10584,4,3,Gary Anderson,181,Ryan Searle,10584
World Championship,8810,2020,Last 32,Adrian Lewis,5,Darren Webster,34,4,3,Adrian Lewis,5,Darren Webster,34
World Championship,8810,2020,Last 32,Dimitri van den Bergh,11656,Luke Woodhouse,10621,4,2,Dimitri van den Bergh,11656,Luke Woodhouse,10621
World Championship,8810,2020,Last 32,Kim Huybrechts,1633,Danny Noppert,13202,4,2,Kim Huybrechts,1633,Danny Noppert,13202
World Championship,8810,2020,Last 32,Nathan Aspinall,13326,Krzysztof Ratajski,5422,4,3,Nathan Aspinall,13326,Krzysztof Ratajski,5422
World Championship,8810,2020,Last 32,Darius Labanauskas,4333,Max Hopp,12671,4,2,Darius Labanauskas,4333,Max Hopp,12671
World Championship,8810,2020,Last 32,Steve Beaton,33,James Wade,11,4,2,Steve Beaton,33,James Wade,11
World Championship,8810,2020,Last 32,Stephen Bunting,192,Jonny Clayton,6861,4,0,Stephen Bunting,192,Jonny Clayton,6861
World Championship,8810,2020,Last 32,Michael van Gerwen,1395,Ricky Evans,1734,4,0,Michael van Gerwen,1395,Ricky Evans,1734
World Championship,8810,2020,Last 16,Glen Durrant,80,Chris Dobey,16076,4,3,Glen Durrant,80,Chris Dobey,16076
World Championship,8810,2020,Last 16,Gerwyn Price,16492,Simon Whitlock,1500,4,2,Gerwyn Price,16492,Simon Whitlock,1500
World Championship,8810,2020,Last 16,Peter Wright,1463,Jeffrey de Zwaan,11969,4,3,Peter Wright,1463,Jeffrey de Zwaan,11969
World Championship,8810,2020,Last 16,Luke Humphries,11822,Kim Huybrechts,1633,4,1,Luke Humphries,11822,Kim Huybrechts,1633
World Championship,8810,2020,Last 16,Dimitri van den Bergh,11656,Adrian Lewis,5,4,3,Dimitri van den Bergh,11656,Adrian Lewis,5
World Championship,8810,2020,Last 16,Darius Labanauskas,4333,Steve Beaton,33,4,2,Darius Labanauskas,4333,Steve Beaton,33
World Championship,8810,2020,Last 16,Nathan Aspinall,13326,Gary Anderson,181,4,2,Nathan Aspinall,13326,Gary Anderson,181
World Championship,8810,2020,Last 16,Michael van Gerwen,1395,Stephen Bunting,192,4,0,Michael van Gerwen,1395,Stephen Bunting,192
World Championship,8810,2020,Quarter Final,Gerwyn Price,16492,Glen Durrant,80,5,1,Gerwyn Price,16492,Glen Durrant,80
World Championship,8810,2020,Quarter Final,Peter Wright,1463,Luke Humphries,11822,5,3,Peter Wright,1463,Luke Humphries,11822
World Championship,8810,2020,Quarter Final,Nathan Aspinall,13326,Dimitri van den Bergh,11656,5,3,Nathan Aspinall,13326,Dimitri van den Bergh,11656
World Championship,8810,2020,Quarter Final,Michael van Gerwen,1395,Darius Labanauskas,4333,5,2,Michael van Gerwen,1395,Darius Labanauskas,4333
World Championship,8810,2020,Semi Final,Peter Wright,1463,Gerwyn Price,16492,6,3,Peter Wright,1463,Gerwyn Price,16492
World Championship,8810,2020,Semi Final,Michael van Gerwen,1395,Nathan Aspinall,13326,6,3,Michael van Gerwen,1395,Nathan Aspinall,13326
World Championship,8810,2020,Final,Peter Wright,1463,Michael van Gerwen,1395,7,3,Peter Wright,1463,Michael van Gerwen,1395
World Championship,24218,2021,Last 96,Jeff Smith,4965,Keane Barry,25478,3,1,Jeff Smith,4965,Keane Barry,25478
World Championship,24218,2021,Last 96,William O'Connor,8798,Niels Zonneveld,66017,3,0,William O'Connor,8798,Niels Zonneveld,66017
World Championship,24218,2021,Last 96,Ron Meulenkamp,937,Boris Krcmar,6571,3,1,Ron Meulenkamp,937,Boris Krcmar,6571
World Championship,24218,2021,Last 96,Scott Waites,1987,Matt Campbell,18872,3,2,Scott Waites,1987,Matt Campbell,18872
World Championship,24218,2021,Last 96,Max Hopp,12671,Gordon Mathers,12573,3,0,Max Hopp,12671,Gordon Mathers,12573
World Championship,24218,2021,Last 96,Ross Smith,1596,David Evans,2117,3,0,Ross Smith,1596,David Evans,2117
World Championship,24218,2021,Last 96,Edward Foulkes,74973,Mike de Decker,16530,3,0,Edward Foulkes,74973,Mike de Decker,16530
World Championship,24218,2021,Last 96,Jamie Lewis,3294,Luke Woodhouse,10621,3,2,Jamie Lewis,3294,Luke Woodhouse,10621
World Championship,24218,2021,Last 96,Ryan Searle,10584,Danny Lauby II,9978,3,2,Ryan Searle,10584,Danny Lauby II,9978
World Championship,24218,2021,Last 96,Kim Huybrechts,1633,Di Zhuang,26958,3,0,Kim Huybrechts,1633,Di Zhuang,26958
World Championship,24218,2021,Last 96,Andy Boulton,98,Deta Hedman,1490,3,1,Andy Boulton,98,Deta Hedman,1490
World Championship,24218,2021,Last 96,Callan Rydz,25544,James Bailey,4130,3,1,Callan Rydz,25544,James Bailey,4130
World Championship,24218,2021,Last 96,Darius Labanauskas,4333,Chengan Liu,74974,3,0,Darius Labanauskas,4333,Chengan Liu,74974
World Championship,24218,2021,Last 96,Ryan Joyce,16151,Karel Sedlacek,4885,3,2,Ryan Joyce,16151,Karel Sedlacek,4885
World Championship,24218,2021,Last 96,Nico Kurz,21733,Andy Hamilton,12,3,1,Nico Kurz,21733,Andy Hamilton,12
World Championship,24218,2021,Last 96,Steve West,1661,Amit Gilitwala,13853,3,0,Steve West,1661,Amit Gilitwala,13853
World Championship,24218,2021,Last 96,Danny Baggish,14452,Damon Heta,4842,3,2,Danny Baggish,14452,Damon Heta,4842
World Championship,24218,2021,Last 96,Diogo Portela,16009,Steve Beaton,33,3,0,Diogo Portela,16009,Steve Beaton,33
World Championship,24218,2021,Last 96,Adam Hunt,10575,Lisa Ashton,5619,3,2,Adam Hunt,10575,Lisa Ashton,5619
World Championship,24218,2021,Last 96,Dirk van Duijvenbode,10070,Bradley Brooks,18325,3,2,Dirk van Duijvenbode,10070,Bradley Brooks,18325
World Championship,24218,2021,Last 96,Matthew Edgar,5323,Maik Kuivenhoven,25506,3,0,Matthew Edgar,5323,Maik Kuivenhoven,25506
World Championship,24218,2021,Last 96,Madars Razma,9017,Toru Suzuki,74972,3,0,Madars Razma,9017,Toru Suzuki,74972
World Championship,24218,2021,Last 96,Steve Lennon,12746,Daniel Larsson,2381,3,1,Steve Lennon,12746,Daniel Larsson,2381
World Championship,24218,2021,Last 96,Jason Lowe,1489,Dmitry Gorbunov,25616,3,1,Jason Lowe,1489,Dmitry Gorbunov,25616
World Championship,24218,2021,Last 96,Nick Kenny,10013,Derk Telnekes,21802,3,2,Nick Kenny,10013,Derk Telnekes,21802
World Championship,24218,2021,Last 96,Paul Lim,1566,Luke Humphries,11822,3,2,Paul Lim,1566,Luke Humphries,11822
World Championship,24218,2021,Last 96,Cameron Carolissen,74971,Martijn Kleermaker,17086,0,0,Martijn Kleermaker,17086,Cameron Carolissen,74971
World Championship,24218,2021,Last 96,Keegan Brown,10548,Ryan Meikle,18296,3,0,Keegan Brown,10548,Ryan Meikle,18296
World Championship,24218,2021,Last 96,John Henderson,1936,Marko Kantele,89,3,2,John Henderson,1936,Marko Kantele,89
World Championship,24218,2021,Last 96,Wayne Jones,25,Ciaran Teehan,18263,3,2,Wayne Jones,25,Ciaran Teehan,18263
World Championship,24218,2021,Last 96,Mickey Mansell,4083,Haupai Puha,24349,3,0,Mickey Mansell,4083,Haupai Puha,24349
World Championship,24218,2021,Last 96,Ryan Murray,9850,Lourence Ilagan,2167,3,1,Ryan Murray,9850,Lourence Ilagan,2167
World Championship,24218,2021,Last 64,Chris Dobey,16076,Jeff Smith,4965,3,2,Chris Dobey,16076,Jeff Smith,4965
World Championship,24218,2021,Last 64,Daryl Gurney,2479,William O'Connor,8798,3,2,Daryl Gurney,2479,William O'Connor,8798
World Championship,24218,2021,Last 64,Vincent van der Voort,1499,Ron Meulenkamp,937,3,2,Vincent van der Voort,1499,Ron Meulenkamp,937
World Championship,24218,2021,Last 64,Nathan Aspinall,13326,Scott Waites,1987,3,2,Nathan Aspinall,13326,Scott Waites,1987
World Championship,24218,2021,Last 64,Mervyn King,168,Max Hopp,12671,3,1,Mervyn King,168,Max Hopp,12671
World Championship,24218,2021,Last 64,Jose de Sousa,12892,Ross Smith,1596,3,1,Jose de Sousa,12892,Ross Smith,1596
World Championship,24218,2021,Last 64,Brendan Dolan,1607,Edward Foulkes,74973,3,1,Brendan Dolan,1607,Edward Foulkes,74973
World Championship,24218,2021,Last 64,Gerwyn Price,16492,Jamie Lewis,3294,3,2,Gerwyn Price,16492,Jamie Lewis,3294
World Championship,24218,2021,Last 64,Ryan Searle,10584,Jeffrey de Zwaan,11969,3,0,Ryan Searle,10584,Jeffrey de Zwaan,11969
World Championship,24218,2021,Last 64,Kim Huybrechts,1633,Ian White,2213,3,1,Kim Huybrechts,1633,Ian White,2213
World Championship,24218,2021,Last 64,Stephen Bunting,192,Andy Boulton,98,3,2,Stephen Bunting,192,Andy Boulton,98
World Championship,24218,2021,Last 64,James Wade,11,Callan Rydz,25544,3,0,James Wade,11,Callan Rydz,25544
World Championship,24218,2021,Last 64,Simon Whitlock,1500,Darius Labanauskas,4333,3,2,Simon Whitlock,1500,Darius Labanauskas,4333
